10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
11/16/2024 04:31:50	MW	193039.1	vijāman	EMERGENCY	"There are TWO Headwords: 1) the first is correctly placed as “vi—jāman mfn. related, corresponding. [ID=193039]”; 2) the second is MISSING! This Missing Headword is different by accent and placement: “vijā́man”; this Headword is located on the printed page of the Main Entry immediately following the Headword: ""vijāta mfn. [ID=194974]”. This MISSING Headword: “vijā́man” has its own placement separate and distinct from ""vijāman mfn. [ID=193039]”. So Perhaps there needs to be some numbering as “1” and “2” added to these two words which differ by accent and placement. LB ———NOW, another point of consideration regards the REVISION which applies only to the Missing Headword “vijā́man” which is located on the printed page of the Main Entry immediately following the Headword: ""vijāta mfn. [ID=194974]”. LB ———SO FIRST: This Missing Headword “vijā́man” needs to be ADDED to the Hierarchy List in MW online after the Headword: ""vijāta mfn. [ID=194974]”.  LB ———The original Main Entry for the Headword ""vijā́man” prints: ""vi-jā́man mfn. related i.e. corresponding to each other, symmetrical, RV.; AV.; ŚBr."" LB ———THEN, the Revision itself needs to be reconsidered as the annexure prints as follows: ""vi-jā́man (read, ‘corresponding to each other,’ i.e. ‘being in pairs,’ ‘symmetrical’)."" NOW COMPARE THAT with the currently existing Revision ONLINE (which remember has been 'pinned' to the wrong headword at the wrong location, because the correct Headword is absent from the Hierarchy List as explained above). LB ———vi-°jā́man (read ‘corresponding to each other’, i.e. ‘being in pairs’, ‘symmetrical’) [ID=193039.1 rev (1332,2)] LB ———As you can see, the above quoted Revision has NOT been properly implemented. LB ———The FINAL CORRECT REVISION SHOULD READ: ""vi-jā́man mfn. corresponding to each other, i.e. being in pairs, symmetrical, RV.; AV.; ŚBr."" LB ———Also, Please note that the added quotation marks, such as seen here: ‘corresponding to each other’ ARE NOT NEEDED in the actual implementation of the Revision. They simply serve the purpose of INDICATING the content of the Revision to be implemented."	EMERGENCY	srhodes@snowcrest.net	
11/16/2024 04:48:54	MW	191775.1	vārī	Unrecognized Homonym Issue AND Placement Error	"Please note that the Headword ""2. vāri f. [ID=191673]” INCLUDES three of its definitions as being approved for the following form “vārī f.” LB ——– So now we have an unrecognized Homonym ISSUE! Since this arises with the Headword ""2. vāri f. [ID=191673]”, I am NAMING the approved cited variation as “2. vārī” in my own dictionary, and placing it there with ""2. vāri f. [ID=191673]” LB ———NOW the Supplemental Headword (which is now a Homonym): ""vārī f. water, Kāṭh. [ID=191775.1 sup]"", I am NAMING as ""1. vārī f."" and placing it conveniently with the Headword ""1. vāri n. = vār, water, rain, fluid, fluidity [ID=191433]."" LB ———This is resolution exemplifies the advantage of shaving with ""Occam's razor"" – everything becomes simple, straightforward and clear – problem solved!"	Unrecognized Homonym Issue AND Placement Error	srhodes@snowcrest.net	
11/16/2024 05:04:08	MW	189654	vāteśvaratīrtha	Placement Error	"Please note that the two Headwords: ""vātāhāra and vātaikabhakṣa"" are NOT named as a group. Therefore the placement of the Headword ""vātaikabhakṣa"" should follow STRICT alphabetical ordering, which currently has been violated in the Hierarchy List. By moving ONE SINGLE Headword everything gets resolved. Please Relocate the Headword: ""vāteśvaratīrtha [ID=189654]"" to Follow Immediately after the Headword ""vātāhāra [ID=189652]"". This correction Elegantly resolves two existing Alphabetical Errors. I have followed this ordering in my own dictionary. Is this considered ""print change"" since we are Relocating the Headword?"	Placement Error	srhodes@snowcrest.net	
11/16/2024 09:39:12	MW	190146.1	vācaṃniyama	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""vācaṃyamatva [ID=190150]"" in the Hierarchical listing of words, according to Alphabetic order. As I have stated before: ""The anusvāra first precedes the semivowels, then the sibilants, then the letter h, and lastly the consonants beginning with k."" A simple way to understand this reasoning is as follows: the Proper Anusvāra comes after the vowels and before the consonants according to the Standard Alphabetical Ordering of letters. However, the anusvāra preceding the consonants is accepted as the ""Nasal"" of that particular class of consonants; and that ""Nasal"" whichever it is, always FOLLOWS the proper Anusvāra in Alphabetical Order. However, the Anusvāra preceding the semivowels, sibilants and letter h, NEVER changes to a nasal, but always remains an anusvāra and therefore always comes first (before any nasal letter) in proper Alphabetical order."	Placement Error	srhodes@snowcrest.net	
11/16/2024 09:46:40	MW	189406.1	vahniṣtambha	vahni—ṣtambha	vahni—ṣṭambha	"Typo – Please note that the printed text reads: ""vahni—stambha"". However, due to TOTAL Sandhi Rule application, BOTH the letters ""s"" AND ""t"" MUST be changed to cerebral letters: ""ṣ"" and ""ṭ""."	srhodes@snowcrest.net	
11/16/2024 09:57:04	MW	189226.1	vastī	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""vastyauṣadha [ID=189229]"". The reason for this is that the compounds beginning with ""vasty [ID=189227]"" are STILL finishing out the compounds for 3. vasti; the change of ""vasti"" to ""vasty"" simply being an ""antaraṅga"" Sandhi Rule. Therefore, these final compounds are part of the ""grouping"" of the compounds for 3. vasti, and this ""grouping"" cannot be violated by Alphabetical order as per Jim's mentioning of the ""contest"" between ""group order"" and ""alphabertical order"", whereby ""group order"" wins!"	Placement Error	srhodes@snowcrest.net	
11/16/2024 10:32:51	MW	186693.1	varuṇapariyatama	varuṇa-pariyatama	varuṇa-pariyatana	"Typo – Headword Typo (Super-kaching!) • Please note two interesting points: 1) the ""uttarapada"" in this compound: ""pariyatana"" derives from the root √yat with ""pari-"" prefix: ""pariyat - to surround, beset"". 2) There also is the word ""pariyatta"" which also derives from the same root √yat with ""pari-"" prefix: ""pariyat - to surround, beset"". But there is no such word as: ""pariyatama"" nor ""pariyattama"", so this correction is certain."	srhodes@snowcrest.net	
11/16/2024 11:17:38	MW	186281.1	vapatra	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""2. vapana n. the act of sowing seed [ID=186306]"". This correction makes follows the correct etymology which currently has been overlooked. The reason for this is clear if you compare the meaning of he word ""vapatra m. a field"" with the meaning of the word ""1. vapana n. the act of shearing or shaving or cutting off [ID=186282]"". Clearly this is the WRONG etymological placement. Therefore, the relocation as suggested above which follows the correct etymology: "" vapatra m. a field"" AND THEN ""2. vapana n. the act of sowing seed [ID=186306]"". This is another GREAT example of how I shave with ""Occam's razor"" – everything is simple, straightforward and clear, problem solved!"	Placement Error	srhodes@snowcrest.net	
11/17/2024 05:14:37	MW	185967.1	vanasaṃśraya	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""vanasaṃkaṭa [ID=185967]"". The reason for this is as follows: ""The anusvāra first precedes the semivowels, then the sibilants, then the letter h, and lastly the consonants beginning with k."""	Placement Error	srhodes@snowcrest.net	
11/17/2024 05:22:02	MW	185955.1	vanaśakuni	f°-bird	forest-bird	"Typo – Please note that the reason for this ""print change"" is that the preceding FIVE words in the Main Entry do NOT use the word ""forest"" in their definitions. Of course, you and I understand the meaning, but if someone without much Sanskrit knowledge looked up this word they may not understand the meaning of ""f°-bird""."	srhodes@snowcrest.net	
11/17/2024 05:25:07	MW	185850.1	vanapratiṣṭha	f°	forest	"Typo – Please note that the reason for this ""print change"" is that the preceding FOUR words in the Main Entry do NOT use the word ""forest"" in their definitions. Of course, you and I understand the meaning, but if someone without much Sanskrit knowledge looked up this word they may not understand the meaning of   "" f° ""."	srhodes@snowcrest.net	
11/17/2024 05:32:41	MW	185715.1	vati	Supplemental Insertion – Missing Symbol	"Please add the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display. Please note that we have caught another escapee (from Jim's automated correction). He was hiding in a Haystack!"	Supplemental Insertion – Missing Symbol	srhodes@snowcrest.net	
11/17/2024 05:39:52	MW	184710.1	vacatra	spaech	speech	Typo	srhodes@snowcrest.net	
11/17/2024 09:44:55	MW	182179.1	lājāhuti	burnt-oblation	burnt oblation	"Typo – Please note that this is a suggest ""print change"". The hyphen seems unnecessary. I have removed it from my own dictionary! Interestingly enough, the final two words of the definition read: ""parched grain"". Why not ""parched-grain"", because, not needed! Is that evidence for or against?"	srhodes@snowcrest.net	
11/17/2024 09:55:32	MW	180503	lakṣmaṇasena	Amend Revision (with Cross Out Line)	"I suggest that MW online retains the original definition with the ""cross out line"". This is likely a Revision since the definition in the annexure ""overlaps"" with the Main Entry, thus implying a rewrite. However, the cross out line through the Main Entry Definition may be a good idea here."	Amend Revision (with Cross Out Line)	srhodes@snowcrest.net	
11/17/2024 10:01:02	MW	180503	lakṣmaṇasena	UPDATED • Partial Revision Alert!	"Actually this initial portion of the Main Entry should be retained as authentic, because out of the names of billions of people the odds (i.e. chances or likelihood) are in favor of the following initial Main entry Definition: ""m. N. of various men"". The remaining portion has likely been rewritten by the annexure, but perhaps should be included and crossed out (just in case there is any truth in this portion: ""son of Ballālasena""."	UPDATED • Partial Revision Alert!	srhodes@snowcrest.net	
11/17/2024 10:49:08	MW	176621.1	rājavarman	Placement Error	"The supplemental insertion of this Headword should be placed AFTER the word ""rājavardhana [ID=176622]"" in the Hierarchical listing of words. The reason for this is obvious."	Placement Error	srhodes@snowcrest.net	
11/17/2024 11:00:20	MW	176050	rāula	rāula	rāüla	"Typo – Please note that this correction follows the printed text. Also this is a Headword Typo. Also, please note that indeed there other words in the Hierarchy List that make use of the special letter ""ü"", therefore to ignore this detail is incorrect. Also, please note that Scott has found another ""needle in the Haystack"", the Haystack being MW dictionary and the needle being this minute error. What is my secret? Relentless Brute Force!"	srhodes@snowcrest.net	
11/17/2024 11:54:00	MW	176050.1	rāka	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""rākā f. [ID=176013]"" in the Hierarchical listing of words. Now, I expect there may be some disagreement, but I am simply shaving with ""Occam's razor"". In other words, I take the one singular ""prātipadika"" to be ""rāka"" and from this we have the masculine form as given in the annexure, and the already existing feminine form listed in the main entry. Therefore, in my own dictionary, I place the masculine from first (which is yathāpramāṇam); and then following this masculine form and sharing the same ""prātipadika"", I include the feminine form as given in the main entry; in this way everything is ""neat and tidy"" (rather than having the masculine and feminine forms dispersed in separate locations as if unrelated, as is currently the case)."	Placement Error	srhodes@snowcrest.net	
11/17/2024 13:32:48	MW	175364.1	ravijaputradina	Indentation Error	"Since this word is a further compound of the Headword ""ravija"", the Supplemental Headweird ""ravijaputradina"" requires THREE indentations; and the above typo is just for a laugh!"	Indentation Error	srhodes@snowcrest.net	
